sn,source_sch,school_nam,school_cat,school_set,district,sector,cell,village,latitude,longitude,electricit,internet_a,num_studen,num_teache,computers,uuid,connectivi,giga_schoo,2G,3G,4G
717,520332,EP GITARAMA,PUBLIC,"PRE_PRIMARY,PRIMARY",KARONGI,BWISHYURA,GITARAMA,KIVOMO,-2.096083333,29.37619444,ON GRID,USB_MODEM,249,10,161,d27860fc-c9b4-4766-855b-13ecd7c698d4,3G,G_RWA_00717,3,3,3
718,130816,EP BUREMERA,PUBLIC,"PRE_PRIMARY,PRIMARY",HUYE,KINAZI,BYINZA,BUREMERA,-2.442944444,29.80825,ON GRID,USB_MODEM,252,3,296,dfbecf5b-36d9-4bb1-bce7-c614de463425,3G,G_RWA_00718,3,3,3
719,430105,EP KABUGA,PUBLIC,"PRE_PRIMARY,PRIMARY",NYANZA,NYAGISOZI,GAHUNGA,KIGOHE,-2.318472222,29.61588889,ON GRID,USB_MODEM,254,7,137,745a28e9-4ee9-43a6-921a-914d9d7e617c,3G,G_RWA_00719,3,3,3
720,120409,EP GITWE,PUBLIC,"PRE_PRIMARY,PRIMARY",RUHANGO,BWERAMANA,MURAMA,KARAMBO,-2.234527778,29.68508333,OFF GRID,USB_MODEM,258,1,151,d7dd40eb-9a91-4861-bcd5-28f985dd123d,3G,G_RWA_00720,3,3,3
721,110912,EM UTUNYANGE,PUBLIC,"PRE_PRIMARY,PRIMARY",GASABO,NDUBA,BUTARE,KIGABIRO,-1.866694444,30.12594444,ON GRID,USB_MODEM,260,5,103,ba5b2fb7-cf17-48e0-aeb8-4f0d836b5ef1,3G,G_RWA_00721,3,3,3
722,330533,EP RUBONA,PUBLIC,"PRE_PRIMARY,PRIMARY",RUBAVU,NYAMYUMBA,RUBONA,TAGAZA,-1.718638889,29.26863889,ON GRID,USB_MODEM,263,8,153,531aacbc-fa66-4ffc-bbad-2745eae78dbf,3G,G_RWA_00722,3,3,3
723,110511,EM AMIZERO,PUBLIC,"PRE_PRIMARY,PRIMARY",GASABO,KACYIRU,KAMATAMU,KAMUHIRE,-1.946305556,30.08691667,ON GRID,USB_MODEM,270,12,144,a5430756-13bb-4f25-87ce-43c116788e60,3G,G_RWA_00723,3,3,3
724,520610,EP NYARUBUYE,PUBLIC,"PRE_PRIMARY,PRIMARY",KARONGI,TWUMBA,GITABURA,NYARUBUYE,-2.23625,29.317,ON GRID,USB_MODEM,271,28,64,5d940248-fded-4103-a937-455ed36afcb5,3G,G_RWA_00724,2,,3
725,540419,EP RUTOBWE,PUBLIC,"PRE_PRIMARY,PRIMARY",KAMONYI,KAYUMBU,BUSORO,NYARUGENGE,-1.977,29.80841667,ON GRID,USB_MODEM,280,10,100,7bdb5f8b-eb4a-4a8b-b6e4-1631269b9ef4,3G,G_RWA_00725,3,3,
726,210137,EP RUNGA,PUBLIC,"PRE_PRIMARY,PRIMARY",HUYE,NGOMA,KABUREMA,RUNGA,-2.59875,29.71233333,ON GRID,USB_MODEM,283,7,127,54bb790f-bf6c-4333-aa1f-acf0a2b25658,3G,G_RWA_00726,3,3,3
727,120808,EP LE PIGEONNIER,PUBLIC,"PRE_PRIMARY,PRIMARY",RWAMAGANA,KIGABIRO,CYANYA,RUREMBO,-1.954194444,30.44136111,ON GRID,USB_MODEM,284,20,158,7d679108-377c-4b97-865b-1948387e1ab1,3G,G_RWA_00727,3,3,3
728,120510,EP KABILIZI,PUBLIC,"PRE_PRIMARY,PRIMARY",RUHANGO,KINIHIRA,RUKINA,KABILIZI,-2.197972222,29.66311111,ON GRID,USB_MODEM,288,5,275,7485c4ec-e77d-4e65-8b79-23dc2bae611d,3G,G_RWA_00728,3,3,3
729,130819,EP GITOVU,PUBLIC,"PRE_PRIMARY,PRIMARY",HUYE,KINAZI,GITOVU,KARAMBO,-2.397194444,29.80144444,ON GRID,USB_MODEM,300,10,115,075dd4cf-db83-46f1-8c2d-8095baec7e5c,3G,G_RWA_00729,3,3,3
730,120110,EP UTUNYENYERI,PUBLIC,"PRE_PRIMARY,PRIMARY",KICUKIRO,GIKONDO,KAGUNGA,KAGUNGA,-1.983972222,30.07713889,ON GRID,USB_MODEM,300,13,150,d292c931-8a33-4185-8520-ccf01cfb188b,3G,G_RWA_00730,3,3,3
731,331218,EM INDATWA,PUBLIC,"PRE_PRIMARY,PRIMARY",GICUMBI,MUKO,KIGOMA,RYARWOGA,-1.713138889,30.19730556,ON GRID,USB_MODEM,300,15,116,6ce1a018-f440-461d-b781-20714524f383,3G,G_RWA_00731,3,2,3
732,430223,EM RUGARAMA,PUBLIC,"PRE_PRIMARY,PRIMARY",RUTSIRO,BONEZA,KABIHOGO,RUGARAMA,-1.888888889,29.30516667,ON GRID,USB_MODEM,312,10,121,4978436e-7903-4e33-be00-03046c1de424,3G,G_RWA_00732,3,3,3
733,330115,EP JOMA,PUBLIC,"PRE_PRIMARY,PRIMARY",GAKENKE,RUSHASHI,JOMA,RUGARAMA,-1.710777778,29.84191667,ON GRID,USB_MODEM,315,8,207,c764e517-d146-4f8e-b21e-1d497ececb12,3G,G_RWA_00733,3,2,3
734,450911,EM LIGHT,PUBLIC,"PRE_PRIMARY,PRIMARY",NGOMA,RURENGE,RWIKUBO,KABASHUMBA,-2.108944444,30.47177778,ON GRID,USB_MODEM,317,20,133,0866a178-e74a-4040-b89d-83d237225b56,3G,G_RWA_00734,3,2,3
735,310928,EP NTONDE,PUBLIC,"PRE_PRIMARY,PRIMARY",GAKENKE,RUSASA,GATABA,BUMONYO,-1.609222222,29.6425,ON GRID,USB_MODEM,319,8,140,60ffae3b-cb3d-401a-8ef3-4a5d68f6b35c,3G,G_RWA_00735,3,2,3
736,441301,EP KIGARAMA,PUBLIC,"PRE_PRIMARY,PRIMARY",NGOMA,RURENGE,RWIKUBO,RUHUHA,-2.110444444,30.49088889,ON GRID,USB_MODEM,319,20,347,6273d1ea-80e8-4b9d-ad98-f1a018374011,3G,G_RWA_00736,3,2,3
737,220702,EP GATOVU,PUBLIC,"PRE_PRIMARY,PRIMARY",HUYE,RUHASHYA,GATOVU,DUTARE,-2.510083333,29.75705556,ON GRID,USB_MODEM,320,10,134,53bb421b-e215-4030-9cbd-a1b87fc82b06,3G,G_RWA_00737,3,3,3
738,441001,EM HOPE,PUBLIC,"PRE_PRIMARY,PRIMARY",NGOMA,RURENGE,AKAGARAMA,UMURAMBI,-2.122472222,30.49388889,ON GRID,usB_MODEM,325,20,235,5c2ded6c-7b19-4bcd-b112-1936a1e8b416,3G,G_RWA_00738,3,2,3
739,130815,EP BITARE,PUBLIC,"PRE_PRIMARY,PRIMARY",HUYE,KIGOMA,RUGARAMA,RYARUHIMBYA,-2.454111111,29.67669444,ON GRID,USB_MODEM,326,8,276,85b4829e-c4b5-48ab-a83f-28158a8d087c,3G,G_RWA_00739,3,3,
740,421717,EP REMERA,PUBLIC,"PRE_PRIMARY,PRIMARY",NGOMA,REMERA,KINUNGA,MURAMBI,-2.076055556,30.56033333,ON GRID,USB_MODEM,331,20,134,f64cfc8e-0e1f-4bda-b700-b38829b247ea,3G,G_RWA_00740,3,3,3
741,361252,EP GISUNZU,PUBLIC,"PRE_PRIMARY,PRIMARY",GISAGARA,NYANZA,NYARUTEJA,GISINZU,-2.795833333,29.722,ON GRID,USB_MODEM,342,13,151,0a679157-8a2a-46a9-b89a-65470d998380,3G,G_RWA_00741,3,1,3
742,520904,EP NEMBA,PUBLIC,"PRE_PRIMARY,PRIMARY",KARONGI,BWISHYURA,GITARAMA,GOMBA,-2.093222222,29.3865,ON GRID,USB_MODEM,345,16,130,2de12d7b-1fc9-405e-8414-ca20e78a5717,3G,G_RWA_00742,2,2,3
743,351313,EP GITWA,PUBLIC,"PRE_PRIMARY,PRIMARY",GISAGARA,MUKINDO,MUKIZA,GITWA,-2.763555556,29.82747222,ON GRID,USB_MODEM,345,20,151,4a830af1-7306-4604-8684-f69cdd208361,3G,G_RWA_00743,3,,3
744,341004,EP NYARUBUYE,PUBLIC,"PRE_PRIMARY,PRIMARY",MUSANZE,RWAZA,NYARUBUYE,NGEGE,-1.545166667,29.65952778,ON GRID,USB_MODEM,365,16,107,cb297461-f0f3-4301-8082-697526d3c050,3G,G_RWA_00744,3,3,3
745,341002,EM MURAMBI,PUBLIC,"PRE_PRIMARY,PRIMARY",MUSANZE,RWAZA,KABUSHINGE,MURAMBI,-1.549305556,29.69252778,ON GRID,USB_MODEM,366,20,113,645647cd-4172-45e2-bf74-77500d3f3cd6,3G,G_RWA_00745,3,3,3
746,340604,EP NYAGISOZI,PUBLIC,"PRE_PRIMARY,PRIMARY",MUSANZE,RWAZA,KABUSHINGE,NYAGISOZI,-1.542861111,29.67519444,ON GRID,USB_MODEM,367,20,222,fbc426dd-ba1e-4bd2-98e5-dfa412a0752a,3G,G_RWA_00746,3,3,3
747,340802,EM KABUGA,PUBLIC,"PRE_PRIMARY,PRIMARY",MUSANZE,RWAZA,KABUSHINGE,KABUGA,-1.549416667,29.69258333,ON GRID,USB_MODEM,367,20,337,2c423e79-5651-49dc-b039-37088b951516,3G,G_RWA_00747,3,3,3
748,420312,EP NYAKABUYE,PUBLIC,"PRE_PRIMARY,PRIMARY",NYANZA,MUKINGO,MPANGA,NYAKABUYE,-2.327083333,29.73116667,ON GRID,USB_MODEM,368,9,117,0b373aeb-d10e-4f9f-b9a0-f6b1bbba6418,3G,G_RWA_00748,3,1,3
749,331125,EM KIBUYE,PUBLIC,"PRE_PRIMARY,PRIMARY",MUSANZE,MUKO,SONGA,KIBUYE,-1.543055556,29.62111111,ON GRID,USB_MODEM,376,20,350,7ec08d0a-d674-4fe6-83dc-36a8354c38a0,3G,G_RWA_00749,3,3,3
750,131009,EM GITWA,PUBLIC,"PRE_PRIMARY,PRIMARY",HUYE,MARABA,GASUMBA,GITWA,-2.521361111,29.59727778,ON GRID,USB_MODEM,377,16,145,5087d3ff-7e5e-4ebe-b9d0-d41c6349c7a0,3G,G_RWA_00750,3,3,3
751,410310,EP ST JOSEPH,PUBLIC,"PRE_PRIMARY,PRIMARY",NYANZA,BUSASAMANA,NYANZA,NYANZA,-2.350583333,29.74672222,ON GRID,USB_MODEM,378,18,67,6ea13256-43b2-4543-bacc-e9caa0e3a29a,3G,G_RWA_00751,3,3,3
752,331101,EP KIVUMU,PUBLIC,"PRE_PRIMARY,PRIMARY",MUSANZE,KIMONYI,KIVUMU,NDORAHE,-1.498361111,29.59255556,ON GRID,USB_MODEM,379,20,254,730f0ca1-6fbe-420c-9a9a-854a1e9e0b1b,3G,G_RWA_00752,3,3,3
753,331022,EP RUSAMBU,PUBLIC,"PRE_PRIMARY,PRIMARY",MUSANZE,GATARAGA,MURAGO,RUKINGO,-1.539694444,29.54486111,ON GRID,USB_MODEM,380,11,132,35de9c22-8d32-4626-a182-43ff9d37f4a1,3G,G_RWA_00753,3,3,3
754,121038,EP GATOVU,PUBLIC,"PRE_PRIMARY,PRIMARY",NYAMAGABE,TARE,GATOVU,MUHATI,-2.518611111,29.49594444,ON GRID,USB_MODEM,390,9,147,83db49bb-15a1-488d-b541-04dba9fbff19,3G,G_RWA_00754,3,2,3
755,120427,EP RUNYINYA,PUBLIC,"PRE_PRIMARY,PRIMARY",RWAMAGANA,GAHENGERI,RUGARAMA,REBERO,-1.931972222,30.30302778,ON GRID,USB_MODEM,401,10,200,fbbcbd1b-0940-480e-a077-858b7f97b16f,3G,G_RWA_00755,3,3,3
756,521029,EM RUBIRA,PUBLIC,"PRE_PRIMARY,PRIMARY",GATSIBO,GITOKI,RUBIRA,NYAKABOTA,-1.598083333,30.30158333,ON GRID,USB_MODEM,408,10,108,6973bc37-2602-45c0-a5cc-9bf9b2c484d4,3G,G_RWA_00756,3,3,3
757,231304,EP RUGARAMA,PUBLIC,"PRE_PRIMARY,PRIMARY",HUYE,RWANIRO,NYARUHOMBO,KIBARA,-2.419555556,29.68633333,ON GRID,USB_MODEM,411,12,132,c2207b31-af37-4554-a4de-18b719360d56,3G,G_RWA_00757,3,3,3
758,250525,EP NYABISIGA,PUBLIC,"PRE_PRIMARY,PRIMARY",RULINDO,BUYOGA,GAHORORO,GIPFUNDO,-1.716666667,30.08041667,ON GRID,USB_MODEM,412,8,146,9f544069-d2d8-4ee0-8afd-797dc91d4d22,3G,G_RWA_00758,2,,
759,210618,EM KARAMBI,PUBLIC,"PRE_PRIMARY,PRIMARY",RWAMAGANA,RUBONA,KARAMBI,KARAMBI,-2.033944444,30.37277778,ON GRID,USB_MODEM,420,17,129,20645241-aa08-443e-9253-b909ca1d58be,3G,G_RWA_00759,3,3,3
760,120446,EP GAKO,PUBLIC,"PRE_PRIMARY,PRIMARY",RUHANGO,KINAZI,RUBONA,GAKO,-2.170611111,29.87352778,ON GRID,USB_MODEM,427,13,194,51e06b37-31bd-4791-8924-b7f316a4cf8a,3G,G_RWA_00760,3,2,
761,410305,EM ST ANNIBALE,PUBLIC,"PRE_PRIMARY,PRIMARY",NYANZA,BUSASAMANA,NYANZA,GATSINSINO,-2.34875,29.74566667,ON GRID,USB_MODEM,444,22,124,524b9a7f-4700-48ad-b80a-611409076edb,3G,G_RWA_00761,3,3,3
762,130223,EM IKIREZI,PUBLIC,"PRE_PRIMARY,PRIMARY",RWAMAGANA,MUSHA,AKABARE,BINUNGA,-1.905972222,30.35294444,ON GRID,USB_MODEM,448,20,131,5a3df5d5-5b10-4e57-b81c-367d0ac20502,3G,G_RWA_00762,3,3,3
763,130212,EP Victorious Academy,PUBLIC,"PRE_PRIMARY,PRIMARY",RWAMAGANA,MUHAZI,NYARUSANGE,PLAGE,-1.939444444,30.45244444,ON GRID,USB_MODEM,454,20,101,6d3fdb57-cbad-4386-8ee7-f96b5626513b,3G,G_RWA_00763,3,3,3
764,571042,EP REMERA,PUBLIC,"PRE_PRIMARY,PRIMARY",NYARUGURU,RUHERU,REMERA,KIVURIZA,-2.790416667,29.47536111,ON GRID,USB_MODEM,459,23,135,a7532d46-d415-4c67-b934-c5fdda435cc5,3G,G_RWA_00764,2,,
765,120419,EP NYARUBUYE,PUBLIC,"PRE_PRIMARY,PRIMARY",RUHANGO,BWERAMANA,RWINYANA,RWINYANA,-2.206555556,29.70183333,ON GRID,USB_MODEM,462,10,144,e23cf50f-43f2-4891-9b19-e896a3ed91f7,3G,G_RWA_00765,3,3,3
766,520328,EM KAVUMU,PUBLIC,"PRE_PRIMARY,PRIMARY",BUGESERA,MAYANGE,GAKAMBA,KAVUMU,-2.191138889,30.13416667,ON GRID,USB_MODEM,485,7,101,d496ca52-cb6f-4beb-9b31-ae24c9e7ddab,3G,G_RWA_00766,3,3,3
767,331226,EM KARAMBI,PUBLIC,"PRE_PRIMARY,PRIMARY",GICUMBI,MUTETE,MUSENYI,KARAMBI,-1.713888889,30.09838889,ON GRID,USB_MODEM,489,26,173,59f8d95b-fa66-4ba2-a4cb-da167eb2741f,3G,G_RWA_00767,3,3,3
768,250510,EP BUSORO,PUBLIC,"PRE_PRIMARY,PRIMARY",RULINDO,BUYOGA,BUSORO,RUGARAMA,-1.712388889,30.00908333,ON GRID,USB_MODEM,504,6,129,13538914-05f8-40d8-83f2-712e28019949,3G,G_RWA_00768,,,3
769,240115,EP NTOBWE,PUBLIC,"PRE_PRIMARY,PRIMARY",HUYE,SIMBI,KABUSANZA,NDAGO,-2.504611111,29.70822222,ON GRID,USB_MODEM,510,12,166,7705b7f6-177a-4914-9e6c-e2877ea8c979,3G,G_RWA_00769,3,2,
770,340918,EP KARAMBI,PUBLIC,"PRE_PRIMARY,PRIMARY",GICUMBI,RUSHAKI,GITEGA,KARAMBI,-1.520444444,30.10522222,ON GRID,USB_MODEM,514,20,280,ec117cf1-78ef-4813-bfb3-a115a39b9777,3G,G_RWA_00770,2,,3
771,210138,EP NGOMA,PUBLIC,"PRE_PRIMARY,PRIMARY",HUYE,NGOMA,NGOMA,NGOMA I,-2.599833333,29.731,ON GRID,USB_MODEM,520,12,137,71ce997e-28e4-469f-95ca-3d8b86766d1b,3G,G_RWA_00771,3,3,3
772,571034,EP BITARE,PUBLIC,"PRE_PRIMARY,PRIMARY",NYARUGURU,NGERA,BITARE,SHEKE,-2.671527778,29.66369444,ON GRID,USB_MODEM,525,11,131,dc15ad26-5911-43fe-a701-fcfa96304231,3G,G_RWA_00772,3,1,3
773,281116,EM GATABA,PUBLIC,"PRE_PRIMARY,PRIMARY",GAKENKE,MINAZI,RABA,MUTARA,-1.692833333,29.81938889,ON GRID,USB_MODEM,527,7,187,04c4eb4f-32e5-4fa9-98ae-9945be05f981,3G,G_RWA_00773,2,,3
774,121026,EP JENDA,PUBLIC,"PRE_PRIMARY,PRIMARY",NYAMAGABE,MUSANGE,JENDA,NYAKIBINGO,-2.308083333,29.58094444,ON GRID,USB_MODEM,528,25,217,56532950-eeed-48cd-bb5c-4272a83eb6bd,3G,G_RWA_00774,3,,3
775,270817,ITETERO NURSERY SCHOOL,PRIVATE,"PRE_PRIMARY,PRIMARY",MUHANGA,NYAMABUYE,GITARAMA,GATIKA,-2.07583,29.75528,ON GRID,USB_MODEM,555,20,310,da24c99d-6056-43e5-a1b7-0b9b01f9045d,3G,G_RWA_00775,3,3,3
776,110408,EM CEAPS,PUBLIC,"PRE_PRIMARY,PRIMARY",NYARUGENGE,NYARUGENGE,AGATARE,AMAJYAMBERE,-1.967694444,30.06775,ON GRID,USB_MODEM,568,13,50,d35218f2-794b-4178-b6ea-8a87e749111c,3G,G_RWA_00776,3,3,3
777,110823,EM IKIREZI,PUBLIC,"PRE_PRIMARY,PRIMARY",GASABO,KACYIRU,KAMUTWA,KANSEREGE,-1.939805556,30.07675,ON GRID,USB_MODEM,569,16,125,5628ada1-0782-48fc-894a-8144295a4e8b,3G,G_RWA_00777,3,3,3
778,521318,EM MURAMBI,PUBLIC,"PRE_PRIMARY,PRIMARY",BUGESERA,MAYANGE,KIBENGA,MURAMBI,-2.202638889,30.09402778,ON GRID,USB_MODEM,600,12,263,2f0531cf-923d-4264-8919-3452c0301738,3G,G_RWA_00778,3,3,3
779,521302,EM RUBIRIZI,PUBLIC,"PRE_PRIMARY,PRIMARY",GATSIBO,RWIMBOGO,KIBURARA,RUBIRIZI,-1.657277778,30.40488889,ON GRID,USB_MODEM,600,12,142,8e9e0885-0e94-4f5f-ab71-c05b19855797,3G,G_RWA_00779,3,3,
780,350107,EP KARAMBO,PUBLIC,"PRE_PRIMARY,PRIMARY",GICUMBI,RUSHAKI,GITEGA,KARAMBO,-1.505305556,30.11305556,ON GRID,USB_MODEM,600,30,137,5935f759-206d-4dc9-9391-bd6a04f4ace3,3G,G_RWA_00780,3,,
781,571007,EP RUSUZUMIRO,PUBLIC,"PRE_PRIMARY,PRIMARY",NYARUGURU,KIVU,KIVU,RUSUZUMIRO,-2.62425,29.48669444,ON GRID,USB_MODEM,609,12,118,db57f4cf-5ded-42b0-a98b-217a4711e207,3G,G_RWA_00781,3,3,3
782,430110,EP NYAMAGANA,PUBLIC,"PRE_PRIMARY,PRIMARY",NYANZA,NYAGISOZI,RURANGAZI,GASHYENZI,-2.372361111,29.67575,ON GRID,USB_MODEM,609,19,248,f06defac-d1ec-424a-9036-2246b4c108f1,3G,G_RWA_00782,3,1,3
783,520504,EM RUGARAMA,PUBLIC,"PRE_PRIMARY,PRIMARY",BUGESERA,MAYANGE,MBYO,RUGARAMA,-2.224416667,30.15622222,ON GRID,USB_MODEM,650,13,198,853166bd-effe-4806-8eaa-2f3e8cb20bf7,3G,G_RWA_00783,3,3,3
784,520552,EM ITETERO,PUBLIC,"PRE_PRIMARY,PRIMARY",BUGESERA,MUSENYI,NYAGIHUNIKA,GATOKI,-2.218027778,30.06916667,ON GRID,USB_MODEM,650,13,153,ee5ae1b6-9e82-476a-8b3b-68e766974c49,3G,G_RWA_00784,3,3,3
785,521323,EP KARAMBI,PUBLIC,"PRE_PRIMARY,PRIMARY",NYAGATARE,GATUNDA,KABEZA,MUVUMBA,-1.395111111,30.23263889,ON GRID,USB_MODEM,650,13,105,bc224508-9616-439e-a7a8-7e83de63da86,3G,G_RWA_00785,3,3,3
786,560607,EM KARAMA,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,SHYOGWE,RULI,KARAMA,-2.072833333,29.78644444,ON GRID,USB_MODEM,652,33,122,5766c610-bbc0-4a3f-aec0-cae5f2d23523,3G,G_RWA_00786,3,3,3
787,560515,EP MPINGA,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,RUGENDABALI,MPINGA,BUGANDA,-1.93125,29.68997222,ON GRID,USB_MODEM,656,11,203,53119094-a4be-4c7c-9faf-059972c104f4,3G,G_RWA_00787,3,3,3
788,560504,EP NYAMATETE,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,RUGENDABALI,GASAVE,NYAMATETE,-1.986916667,29.69172222,ON GRID,USB_MODEM,672,12,294,78e5f0a8-5a3a-4377-bc37-f694c2c04524,3G,G_RWA_00788,3,3,3
789,560501,EP RUKOMA,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,RONGI,RUHANGO,RUKOMA,-1.813777778,29.70941667,ON GRID,USB_MODEM,682,23,162,db0690a8-56c4-469c-9b2a-5215956632f8,3G,G_RWA_00789,3,3,3
790,560403,EP NYENYERI,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,RONGI,RUHANGO,MUYEBE,-1.802611111,29.72713889,ON GRID,USB_MODEM,687,18,142,3bc1437b-17b1-41a0-be71-014ec8040f1e,3G,G_RWA_00790,3,1,3
791,551110,EP NTUNGAMO,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,RONGI,NYAMIRAMBO,KABAKUNGU,-1.799638889,29.76305556,ON GRID,USB_MODEM,691,27,278,5e10370f-792b-45f4-8b96-548177f604f6,3G,G_RWA_00791,3,2,
792,270818,EP GITAMBI,PUBLIC,"PRE_PRIMARY,PRIMARY",RULINDO,NTARABANA,KAJEVUBA,NYAKAMBU,-1.791583333,30.12494444,ON GRID,USB_MODEM,697,10,157,a43f5e11-fcb6-40f9-ad59-373308bd6d39,3G,G_RWA_00792,3,1,3
793,551106,EP GITWA,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,RONGI,KARAMBO,RUSHENYI,-1.852472222,29.74855556,ON GRID,USB_MODEM,706,17,205,11c785a2-cf12-49c5-a6ef-4b6c50c54b39,3G,G_RWA_00793,3,3,
794,551105,EP NYUNDO,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,RONGI,KARAMBO,GIFURWE,-1.830833333,29.745,ON GRID,USB_MODEM,707,17,133,aed7fa11-d47e-46c4-8e25-469f625096c8,3G,G_RWA_00794,3,3,
795,550608,EP KABIRIZI,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,RONGI,GASHARU,KABIRIZI,-1.759666667,29.74211111,ON GRID,USB_MODEM,716,11,211,628ae4f0-c6ea-498a-b1ed-092f56af7754,3G,G_RWA_00795,3,3,
796,410706,EP BUSORO,PUBLIC,"PRE_PRIMARY,PRIMARY",NYANZA,BUSORO,MASANGANO,BWERAMANA,-2.289305556,29.93216667,ON GRID,USB_MODEM,717,21,185,17bd79b1-94b0-4f35-a796-2c6ae4ba5e0a,3G,G_RWA_00796,3,3,3
797,550605,EP NYANZA,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,NYARUSANGE,NGARU,KIBIRIZI,-2.105083333,29.65438889,ON GRID,USB_MODEM,728,11,190,a602ed70-f7f9-4099-9f1d-aa9e2832d8be,3G,G_RWA_00797,3,3,3
798,550604,EP KADUHA,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,NYARUSANGE,MUSONGATI,MURAMBI,-2.088472222,29.64027778,ON GRID,USB_MODEM,734,15,521,015aba8a-da4d-4188-bcc4-122ae1c68bcc,3G,G_RWA_00798,3,3,3
799,281117,EP MUNANIRA,PUBLIC,"PRE_PRIMARY,PRIMARY",GAKENKE,MUGUNGA,RWAMAMBE,KANYINYA,-1.679638889,29.64625,ON GRID,USB_MODEM,741,15,100,a7d61bd7-27e0-45b9-bbd6-b7865c779123,3G,G_RWA_00799,3,3,3
800,410808,EP KIGALI,PUBLIC,"PRE_PRIMARY,PRIMARY",NYANZA,BUSORO,MUNYINYA,KIVUGIZA,-2.302305556,29.94269444,ON GRID,USB_MODEM,758,15,214,f33c1c72-3171-4c46-8e46-504f1c3f4ab9,3G,G_RWA_00800,3,3,3
801,540915,EP REMERA,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,NYAMABUYE,GIFUMBA,RUGARAMA,-2.080861111,29.73888889,ON GRID,USB_MODEM,766,15,183,7dd0c802-0b3c-423a-a187-b6a758562ee7,3G,G_RWA_00801,3,3,3
802,430106,NYARUBUYE,PRIVATE,"PRE_PRIMARY,PRIMARY",MUSANZE,BUSOGO,GISESERO,KABAYA,-1.54517,29.65953,ON GRID,USB_MODEM,773,20,146,b27cac46-9748-427a-9f75-a875f07a954f,3G,G_RWA_00802,3,3,3
803,540511,EP NYARUTOVU,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,MUSHISHIRO,RUKARAGATA,HANIKA,-1.982361111,29.66558333,ON GRID,USB_MODEM,797,16,162,26922051-c20a-4e0f-8e84-9703a2ad648b,3G,G_RWA_00803,3,3,3
804,540441,EP MURAMA,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,MUHANGA,REMERA,MURAMA,-2.012472222,29.76136111,ON GRID,USB_MODEM,812,12,178,e381869b-dcf8-467d-8f83-8c2ae53af857,3G,G_RWA_00804,2,2,3
805,540455,EP MUSANGE,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,MUSHISHIRO,MATYAZO,GATABA,-2.009388889,29.64708333,ON GRID,USB_MODEM,812,12,185,9f52aa34-781a-4070-bce1-3915b6f11780,3G,G_RWA_00805,3,3,3
806,270848,EP RUKORE,PUBLIC,"PRE_PRIMARY,PRIMARY",RULINDO,TUMBA,BARALI,GASEKE,-1.714944444,29.95166667,ON GRID,USB_MODEM,837,25,154,7c24a652-3200-4c99-a77d-b530eaacf83e,3G,G_RWA_00806,3,,3
807,411108,EP SHYIRA,PUBLIC,"PRE_PRIMARY,PRIMARY",NYANZA,BUSORO,SHYIRA,SARUDUHA,-2.259527778,29.91066667,ON GRID,USB_MODEM,861,17,104,dac4b2a2-b734-43ad-a462-95644845fdcb,3G,G_RWA_00807,3,3,3
808,411618,EP MUKINGO,PUBLIC,"PRE_PRIMARY,PRIMARY",NYANZA,MUKINGO,GATAGARA,NYAMUKO,-2.302611111,29.76166667,ON GRID,USB_MODEM,877,12,288,77f3a45d-7233-484c-ac33-eec8ab1ef154,3G,G_RWA_00808,3,3,3
809,540321,EP KIYUMBA,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,KIYUMBA,RUHINA,GATWA,-1.877972222,29.75547222,ON GRID,USB_MODEM,877,19,122,d94435ee-233a-4535-bdc2-287aa17ff02a,3G,G_RWA_00809,3,3,3
810,521025,EP KAYENZI,PUBLIC,"PRE_PRIMARY,PRIMARY",BUGESERA,NYAMATA,KAYUMBA,KAYENZI,-2.103888889,30.0925,ON GRID,USB_MODEM,893,20,263,de812f30-949d-4cd6-ae81-52dc9722923a,3G,G_RWA_00810,3,3,3
811,540103,EP JURWE,PUBLIC,"PRE_PRIMARY,PRIMARY",MUHANGA,KIBANGU,JURWE,NZARWA,-1.876472222,29.68072222,ON GRID,USB_MODEM,894,15,168,5a845765-166b-4162-ae34-7fff5ec122ee,3G,G_RWA_00811,3,3,3
